PaymentID,LoanID,PaymentDate,PaymentDueDate,AmountDue,AmountPaid,PaymentStatus,DaysLate
LP00000675,L0000247,2026-06-27,2026-07-01,1963.55,1963.55,On Time,0
LP00000676,L0000247,2026-06-01,2026-06-01,1963.55,1963.55,On Time,0
LP00000677,L0000247,2026-04-30,2026-05-02,1963.55,1963.55,On Time,0
LP00000678,L0000248,2026-07-29,2026-07-01,17162.37,0,Missed,60
LP00000679,L0000248,2026-06-29,2026-06-01,17162.37,0,Missed,60
LP00000680,L0000248,2026-04-30,2026-05-02,17162.37,17162.37,On Time,0
LP00000681,L0000249,2026-07-03,2026-07-01,13159.39,8496.94,Partial,2
LP00000682,L0000249,2026-05-30,2026-06-01,13159.39,13159.39,On Time,0
LP00000683,L0000249,2026-05-02,2026-05-02,13159.39,13159.39,On Time,0
LP00000684,L0000250,2026-06-28,2026-07-01,16932.71,16932.71,On Time,0
LP00000685,L0000250,2026-05-31,2026-06-01,16932.71,16932.71,On Time,0
LP00000686,L0000250,2026-04-30,2026-05-02,16932.71,16932.71,On Time,0
LP00000687,L0000251,2026-06-30,2026-07-01,9824.65,9824.65,On Time,0
LP00000688,L0000251,2026-05-30,2026-06-01,9824.65,9824.65,On Time,0
LP00000689,L0000251,2026-05-07,2026-05-02,9824.65,9824.65,Late,5
LP00000690,L0000252,2026-06-27,2026-07-01,24697.91,24697.91,On Time,0
LP00000691,L0000253,2026-06-29,2026-07-01,22261.19,22261.19,On Time,0
LP00000692,L0000253,2026-05-31,2026-06-01,22261.19,22261.19,On Time,0
LP00000693,L0000253,2026-05-06,2026-05-02,22261.19,22261.19,Late,4
LP00000694,L0000254,2026-06-27,2026-07-01,17237.85,17237.85,On Time,0
LP00000695,L0000254,2026-05-31,2026-06-01,17237.85,17237.85,On Time,0
LP00000696,L0000254,2026-04-28,2026-05-02,17237.85,17237.85,On Time,0
LP00000697,L0000255,2026-06-29,2026-07-01,9777.21,9777.21,On Time,0
LP00000698,L0000255,2026-05-31,2026-06-01,9777.21,9777.21,On Time,0
LP00000699,L0000255,2026-04-29,2026-05-02,9777.21,9777.21,On Time,0
LP00000700,L0000256,2026-07-06,2026-07-01,46987.67,26779.13,Partial,5
LP00000701,L0000256,2026-05-28,2026-06-01,46987.67,46987.67,On Time,0
LP00000702,L0000256,2026-04-28,2026-05-02,46987.67,46987.67,On Time,0
LP00000703,L0000257,2026-06-27,2026-07-01,7739.37,7739.37,On Time,0
LP00000704,L0000257,2026-05-28,2026-06-01,7739.37,7739.37,On Time,0
LP00000705,L0000257,2026-05-04,2026-05-02,7739.37,7739.37,Late,2
LP00000706,L0000258,2026-07-01,2026-07-01,18847.05,18847.05,On Time,0
LP00000707,L0000258,2026-05-31,2026-06-01,18847.05,18847.05,On Time,0
LP00000708,L0000259,2026-06-28,2026-07-01,23736.13,23736.13,On Time,0
LP00000709,L0000259,2026-05-30,2026-06-01,23736.13,23736.13,On Time,0
LP00000710,L0000259,2026-04-30,2026-05-02,23736.13,23736.13,On Time,0
LP00000711,L0000260,2026-07-01,2026-07-01,12141.93,12141.93,On Time,0
LP00000712,L0000260,2026-05-28,2026-06-01,12141.93,12141.93,On Time,0
LP00000713,L0000260,2026-04-30,2026-05-02,12141.93,12141.93,On Time,0
LP00000714,L0000261,2026-06-29,2026-07-01,15892.93,15892.93,On Time,0
LP00000715,L0000261,2026-05-30,2026-06-01,15892.93,15892.93,On Time,0
LP00000716,L0000261,2026-05-01,2026-05-02,15892.93,15892.93,On Time,0
LP00000717,L0000262,2026-06-27,2026-07-01,272.94,272.94,On Time,0
LP00000718,L0000263,2026-07-01,2026-07-01,10961.66,10961.66,On Time,0
LP00000719,L0000263,2026-06-29,2026-06-01,10961.66,0,Missed,30
LP00000720,L0000263,2026-05-30,2026-05-02,10961.66,0,Missed,45
LP00000721,L0000264,2026-07-02,2026-07-01,6566.22,6566.22,Late,1
LP00000722,L0000264,2026-06-29,2026-06-01,6566.22,0,Missed,60
LP00000723,L0000264,2026-05-08,2026-05-02,6566.22,6566.22,Late,6
LP00000724,L0000265,2026-07-01,2026-07-01,10099.2,10099.2,On Time,0
LP00000725,L0000265,2026-06-14,2026-06-01,10099.2,8983.16,Partial,13
LP00000726,L0000265,2026-05-01,2026-05-02,10099.2,10099.2,On Time,0
LP00000727,L0000266,2026-07-02,2026-07-01,11944.06,11944.06,Late,1
LP00000728,L0000267,2026-07-01,2026-07-01,9291.43,9291.43,On Time,0
LP00000729,L0000267,2026-05-28,2026-06-01,9291.43,9291.43,On Time,0
LP00000730,L0000267,2026-04-28,2026-05-02,9291.43,9291.43,On Time,0
LP00000731,L0000268,2026-06-30,2026-07-01,2328.79,2328.79,On Time,0
LP00000732,L0000268,2026-05-29,2026-06-01,2328.79,2328.79,On Time,0
LP00000733,L0000268,2026-04-28,2026-05-02,2328.79,2328.79,On Time,0
LP00000734,L0000269,2026-06-27,2026-07-01,7923.93,7923.93,On Time,0
LP00000735,L0000269,2026-05-29,2026-06-01,7923.93,7923.93,On Time,0
LP00000736,L0000269,2026-05-01,2026-05-02,7923.93,7923.93,On Time,0
LP00000737,L0000270,2026-06-29,2026-07-01,7845.56,7845.56,On Time,0
LP00000738,L0000270,2026-05-31,2026-06-01,7845.56,7845.56,On Time,0
LP00000739,L0000271,2026-07-01,2026-07-01,15108.81,15108.81,On Time,0
LP00000740,L0000271,2026-05-29,2026-06-01,15108.81,15108.81,On Time,0
LP00000741,L0000271,2026-04-30,2026-05-02,15108.81,15108.81,On Time,0
LP00000742,L0000272,2026-06-29,2026-07-01,18612.15,18612.15,On Time,0
LP00000743,L0000272,2026-05-28,2026-06-01,18612.15,18612.15,On Time,0
LP00000744,L0000273,2026-07-01,2026-07-01,10509.04,10509.04,On Time,0
LP00000745,L0000273,2026-05-29,2026-06-01,10509.04,10509.04,On Time,0
LP00000746,L0000273,2026-04-29,2026-05-02,10509.04,10509.04,On Time,0
LP00000747,L0000274,2026-06-30,2026-07-01,22122.85,22122.85,On Time,0
LP00000748,L0000274,2026-05-31,2026-06-01,22122.85,22122.85,On Time,0
LP00000749,L0000274,2026-04-28,2026-05-02,22122.85,22122.85,On Time,0
LP00000750,L0000275,2026-06-27,2026-07-01,8715.92,8715.92,On Time,0
LP00000751,L0000275,2026-05-28,2026-06-01,8715.92,8715.92,On Time,0
LP00000752,L0000275,2026-05-22,2026-05-02,8715.92,8715.92,Late,20
LP00000753,L0000276,2026-06-27,2026-07-01,12134.73,12134.73,On Time,0
LP00000754,L0000276,2026-05-29,2026-06-01,12134.73,12134.73,On Time,0
LP00000755,L0000276,2026-05-14,2026-05-02,12134.73,7786.92,Partial,12
LP00000756,L0000277,2026-06-28,2026-07-01,1796.52,1796.52,On Time,0
LP00000757,L0000277,2026-05-29,2026-06-01,1796.52,1796.52,On Time,0
LP00000758,L0000277,2026-05-02,2026-05-02,1796.52,1796.52,On Time,0
LP00000759,L0000278,2026-06-29,2026-07-01,8042.33,8042.33,On Time,0
LP00000760,L0000278,2026-05-29,2026-06-01,8042.33,8042.33,On Time,0
LP00000761,L0000278,2026-05-17,2026-05-02,8042.33,8042.33,Late,15
LP00000762,L0000279,2026-06-28,2026-07-01,24002.67,24002.67,On Time,0
LP00000763,L0000279,2026-06-14,2026-06-01,24002.67,24002.67,Late,13
LP00000764,L0000279,2026-04-28,2026-05-02,24002.67,24002.67,On Time,0
LP00000765,L0000280,2026-07-29,2026-07-01,7113.01,0,Missed,60
LP00000766,L0000280,2026-06-01,2026-06-01,7113.01,7113.01,On Time,0
LP00000767,L0000280,2026-04-28,2026-05-02,7113.01,7113.01,On Time,0
LP00000768,L0000281,2026-06-29,2026-07-01,14567.78,14567.78,On Time,0
LP00000769,L0000281,2026-05-30,2026-06-01,14567.78,14567.78,On Time,0
LP00000770,L0000281,2026-04-30,2026-05-02,14567.78,14567.78,On Time,0
LP00000771,L0000282,2026-07-29,2026-07-01,11074.55,0,Missed,45
LP00000772,L0000282,2026-05-30,2026-06-01,11074.55,11074.55,On Time,0
LP00000773,L0000283,2026-07-29,2026-07-01,11464.59,0,Missed,60
LP00000774,L0000283,2026-05-31,2026-06-01,11464.59,11464.59,On Time,0
LP00000775,L0000283,2026-05-01,2026-05-02,11464.59,11464.59,On Time,0
LP00000776,L0000284,2026-07-01,2026-07-01,4800.54,4800.54,On Time,0
LP00000777,L0000284,2026-06-29,2026-06-01,4800.54,0,Missed,30
LP00000778,L0000284,2026-04-28,2026-05-02,4800.54,4800.54,On Time,0
LP00000779,L0000285,2026-07-29,2026-07-01,3002.3,0,Missed,45
LP00000780,L0000285,2026-05-29,2026-06-01,3002.3,3002.3,On Time,0
LP00000781,L0000285,2026-05-01,2026-05-02,3002.3,3002.3,On Time,0
LP00000782,L0000286,2026-06-29,2026-07-01,6941.24,6941.24,On Time,0
LP00000783,L0000286,2026-05-30,2026-06-01,6941.24,6941.24,On Time,0
LP00000784,L0000286,2026-05-01,2026-05-02,6941.24,6941.24,On Time,0
LP00000785,L0000287,2026-06-30,2026-07-01,2695.85,2695.85,On Time,0
LP00000786,L0000287,2026-06-21,2026-06-01,2695.85,2695.85,Late,20
LP00000787,L0000287,2026-04-29,2026-05-02,2695.85,2695.85,On Time,0
LP00000788,L0000288,2026-07-01,2026-07-01,31426.38,31426.38,On Time,0
LP00000789,L0000288,2026-06-01,2026-06-01,31426.38,31426.38,On Time,0
LP00000790,L0000289,2026-07-03,2026-07-01,6581.23,4519.18,Partial,2
LP00000791,L0000289,2026-05-28,2026-06-01,6581.23,6581.23,On Time,0
LP00000792,L0000289,2026-04-30,2026-05-02,6581.23,6581.23,On Time,0
LP00000793,L0000290,2026-07-19,2026-07-01,27941.64,27941.64,Late,18
LP00000794,L0000290,2026-05-28,2026-06-01,27941.64,27941.64,On Time,0
LP00000795,L0000290,2026-05-02,2026-05-02,27941.64,27941.64,On Time,0
LP00000796,L0000291,2026-07-03,2026-07-01,5907.04,5907.04,Late,2
LP00000797,L0000291,2026-05-28,2026-06-01,5907.04,5907.04,On Time,0
LP00000798,L0000291,2026-05-06,2026-05-02,5907.04,5907.04,Late,4
LP00000799,L0000292,2026-07-29,2026-07-01,28687.11,0,Missed,45
LP00000800,L0000292,2026-06-29,2026-06-01,28687.11,0,Missed,60
LP00000801,L0000292,2026-05-11,2026-05-02,28687.11,28687.11,Late,9
LP00000802,L0000293,2026-06-30,2026-07-01,8256.99,8256.99,On Time,0
LP00000803,L0000294,2026-06-30,2026-07-01,17495.67,17495.67,On Time,0
LP00000804,L0000295,2026-07-01,2026-07-01,3278.93,3278.93,On Time,0
LP00000805,L0000295,2026-05-31,2026-06-01,3278.93,3278.93,On Time,0
LP00000806,L0000295,2026-04-29,2026-05-02,3278.93,3278.93,On Time,0
LP00000807,L0000296,2026-07-19,2026-07-01,5054.82,5054.82,Late,18
LP00000808,L0000297,2026-06-30,2026-07-01,10031.42,10031.42,On Time,0
LP00000809,L0000297,2026-05-28,2026-06-01,10031.42,10031.42,On Time,0
LP00000810,L0000298,2026-07-29,2026-07-01,6654.51,0,Missed,30
LP00000811,L0000298,2026-05-29,2026-06-01,6654.51,6654.51,On Time,0
LP00000812,L0000298,2026-04-28,2026-05-02,6654.51,6654.51,On Time,0
LP00000813,L0000299,2026-06-28,2026-07-01,13943.39,13943.39,On Time,0
LP00000814,L0000299,2026-06-01,2026-06-01,13943.39,13943.39,On Time,0
LP00000815,L0000299,2026-04-30,2026-05-02,13943.39,13943.39,On Time,0
LP00000816,L0000300,2026-06-29,2026-07-01,1983.49,1983.49,On Time,0
LP00000817,L0000300,2026-05-28,2026-06-01,1983.49,1983.49,On Time,0
LP00000818,L0000300,2026-05-02,2026-05-02,1983.49,1983.49,On Time,0
LP00000819,L0000301,2026-06-27,2026-07-01,166.65,166.65,On Time,0
LP00000820,L0000301,2026-05-28,2026-06-01,166.65,166.65,On Time,0
LP00000821,L0000302,2026-06-28,2026-07-01,13480.77,13480.77,On Time,0
LP00000822,L0000302,2026-05-31,2026-06-01,13480.77,13480.77,On Time,0
LP00000823,L0000303,2026-06-30,2026-07-01,21856.32,21856.32,On Time,0
LP00000824,L0000303,2026-05-29,2026-06-01,21856.32,21856.32,On Time,0
LP00000825,L0000303,2026-04-30,2026-05-02,21856.32,21856.32,On Time,0
LP00000826,L0000304,2026-06-27,2026-07-01,4782.67,4782.67,On Time,0
LP00000827,L0000304,2026-05-28,2026-06-01,4782.67,4782.67,On Time,0
LP00000828,L0000304,2026-05-02,2026-05-02,4782.67,4782.67,On Time,0
LP00000829,L0000305,2026-06-29,2026-07-01,14245.24,14245.24,On Time,0
LP00000830,L0000306,2026-07-29,2026-07-01,10015.67,0,Missed,45
LP00000831,L0000306,2026-06-06,2026-06-01,10015.67,7087.96,Partial,5
LP00000832,L0000306,2026-04-29,2026-05-02,10015.67,10015.67,On Time,0
LP00000833,L0000307,2026-06-27,2026-07-01,7001.64,7001.64,On Time,0
LP00000834,L0000307,2026-06-29,2026-06-01,7001.64,0,Missed,45
LP00000835,L0000307,2026-04-30,2026-05-02,7001.64,7001.64,On Time,0
LP00000836,L0000308,2026-06-28,2026-07-01,10534.55,10534.55,On Time,0
LP00000837,L0000309,2026-06-29,2026-07-01,3144.3,3144.3,On Time,0
LP00000838,L0000309,2026-05-29,2026-06-01,3144.3,3144.3,On Time,0
LP00000839,L0000309,2026-05-30,2026-05-02,3144.3,0,Missed,60
LP00000840,L0000310,2026-06-28,2026-07-01,7989.29,7989.29,On Time,0
LP00000841,L0000310,2026-06-29,2026-06-01,7989.29,0,Missed,30
LP00000842,L0000310,2026-05-30,2026-05-02,7989.29,0,Missed,30
LP00000843,L0000311,2026-06-29,2026-07-01,6032.08,6032.08,On Time,0
LP00000844,L0000311,2026-05-31,2026-06-01,6032.08,6032.08,On Time,0
LP00000845,L0000311,2026-05-02,2026-05-02,6032.08,6032.08,On Time,0
LP00000846,L0000312,2026-06-27,2026-07-01,7285.97,7285.97,On Time,0
LP00000847,L0000312,2026-05-30,2026-06-01,7285.97,7285.97,On Time,0
LP00000848,L0000312,2026-04-28,2026-05-02,7285.97,7285.97,On Time,0
LP00000849,L0000313,2026-06-28,2026-07-01,19130.44,19130.44,On Time,0
LP00000850,L0000313,2026-05-31,2026-06-01,19130.44,19130.44,On Time,0
LP00000851,L0000313,2026-04-29,2026-05-02,19130.44,19130.44,On Time,0
LP00000852,L0000314,2026-06-30,2026-07-01,7758.47,7758.47,On Time,0
LP00000853,L0000314,2026-05-29,2026-06-01,7758.47,7758.47,On Time,0
LP00000854,L0000314,2026-04-28,2026-05-02,7758.47,7758.47,On Time,0
LP00000855,L0000315,2026-06-30,2026-07-01,6539.31,6539.31,On Time,0
LP00000856,L0000315,2026-06-29,2026-06-01,6539.31,0,Missed,30
LP00000857,L0000315,2026-05-02,2026-05-02,6539.31,6539.31,On Time,0
LP00000858,L0000316,2026-07-01,2026-07-01,7609.01,7609.01,On Time,0
LP00000859,L0000316,2026-05-31,2026-06-01,7609.01,7609.01,On Time,0
LP00000860,L0000317,2026-07-29,2026-07-01,10464.51,0,Missed,45
LP00000861,L0000317,2026-06-29,2026-06-01,10464.51,0,Missed,30
LP00000862,L0000317,2026-05-13,2026-05-02,10464.51,10464.51,Late,11
LP00000863,L0000318,2026-07-06,2026-07-01,13505.89,11178.26,Partial,5
LP00000864,L0000318,2026-06-01,2026-06-01,13505.89,13505.89,On Time,0
LP00000865,L0000318,2026-04-30,2026-05-02,13505.89,13505.89,On Time,0
LP00000866,L0000319,2026-06-29,2026-07-01,12345.56,12345.56,On Time,0
LP00000867,L0000319,2026-06-01,2026-06-01,12345.56,12345.56,On Time,0
LP00000868,L0000319,2026-04-29,2026-05-02,12345.56,12345.56,On Time,0
LP00000869,L0000320,2026-07-29,2026-07-01,5223.38,0,Missed,30
LP00000870,L0000320,2026-05-28,2026-06-01,5223.38,5223.38,On Time,0
LP00000871,L0000320,2026-05-01,2026-05-02,5223.38,5223.38,On Time,0
LP00000872,L0000321,2026-06-29,2026-07-01,6666.17,6666.17,On Time,0
LP00000873,L0000321,2026-06-29,2026-06-01,6666.17,0,Missed,60
LP00000874,L0000321,2026-04-29,2026-05-02,6666.17,6666.17,On Time,0
LP00000875,L0000322,2026-06-27,2026-07-01,8009.34,8009.34,On Time,0
LP00000876,L0000322,2026-05-30,2026-06-01,8009.34,8009.34,On Time,0
LP00000877,L0000322,2026-05-01,2026-05-02,8009.34,8009.34,On Time,0
LP00000878,L0000323,2026-07-13,2026-07-01,3737.87,3206.9,Partial,12
LP00000879,L0000323,2026-06-02,2026-06-01,3737.87,3737.87,Late,1
LP00000880,L0000323,2026-04-30,2026-05-02,3737.87,3737.87,On Time,0
LP00000881,L0000324,2026-06-29,2026-07-01,6704.78,6704.78,On Time,0
LP00000882,L0000324,2026-05-29,2026-06-01,6704.78,6704.78,On Time,0
LP00000883,L0000324,2026-05-01,2026-05-02,6704.78,6704.78,On Time,0
LP00000884,L0000325,2026-06-29,2026-07-01,6292.76,6292.76,On Time,0
LP00000885,L0000325,2026-05-29,2026-06-01,6292.76,6292.76,On Time,0
LP00000886,L0000325,2026-05-01,2026-05-02,6292.76,6292.76,On Time,0
LP00000887,L0000326,2026-06-29,2026-07-01,5381.54,5381.54,On Time,0
LP00000888,L0000326,2026-05-31,2026-06-01,5381.54,5381.54,On Time,0
LP00000889,L0000326,2026-04-30,2026-05-02,5381.54,5381.54,On Time,0
LP00000890,L0000327,2026-06-27,2026-07-01,11145.09,11145.09,On Time,0
LP00000891,L0000327,2026-05-29,2026-06-01,11145.09,11145.09,On Time,0
LP00000892,L0000327,2026-04-28,2026-05-02,11145.09,11145.09,On Time,0
LP00000893,L0000328,2026-07-01,2026-07-01,936.61,936.61,On Time,0
LP00000894,L0000328,2026-06-01,2026-06-01,936.61,936.61,On Time,0
LP00000895,L0000328,2026-05-30,2026-05-02,936.61,0,Missed,45
LP00000896,L0000329,2026-06-29,2026-07-01,4099.75,4099.75,On Time,0
LP00000897,L0000329,2026-05-30,2026-06-01,4099.75,4099.75,On Time,0
LP00000898,L0000329,2026-04-30,2026-05-02,4099.75,4099.75,On Time,0
LP00000899,L0000330,2026-07-29,2026-07-01,3617.83,0,Missed,30
LP00000900,L0000330,2026-05-29,2026-06-01,3617.83,3617.83,On Time,0
LP00000901,L0000331,2026-06-29,2026-07-01,3903.94,3903.94,On Time,0
LP00000902,L0000331,2026-05-30,2026-06-01,3903.94,3903.94,On Time,0
LP00000903,L0000331,2026-04-28,2026-05-02,3903.94,3903.94,On Time,0
LP00000904,L0000332,2026-06-30,2026-07-01,8243.12,8243.12,On Time,0
LP00000905,L0000332,2026-05-30,2026-06-01,8243.12,8243.12,On Time,0
LP00000906,L0000332,2026-05-01,2026-05-02,8243.12,8243.12,On Time,0
LP00000907,L0000333,2026-07-01,2026-07-01,6357.13,6357.13,On Time,0
LP00000908,L0000333,2026-06-19,2026-06-01,6357.13,6357.13,Late,18
LP00000909,L0000333,2026-05-02,2026-05-02,6357.13,6357.13,On Time,0
LP00000910,L0000334,2026-07-01,2026-07-01,2207.97,2207.97,On Time,0
LP00000911,L0000334,2026-06-01,2026-06-01,2207.97,2207.97,On Time,0
LP00000912,L0000335,2026-06-30,2026-07-01,12061.29,12061.29,On Time,0
LP00000913,L0000336,2026-06-27,2026-07-01,2530.43,2530.43,On Time,0
LP00000914,L0000336,2026-05-29,2026-06-01,2530.43,2530.43,On Time,0
LP00000915,L0000336,2026-05-30,2026-05-02,2530.43,0,Missed,45
LP00000916,L0000337,2026-07-29,2026-07-01,15026.78,0,Missed,45
LP00000917,L0000337,2026-06-01,2026-06-01,15026.78,15026.78,On Time,0
LP00000918,L0000338,2026-06-27,2026-07-01,34025.99,34025.99,On Time,0
LP00000919,L0000338,2026-05-28,2026-06-01,34025.99,34025.99,On Time,0
LP00000920,L0000338,2026-05-01,2026-05-02,34025.99,34025.99,On Time,0
LP00000921,L0000339,2026-06-30,2026-07-01,22855.54,22855.54,On Time,0
LP00000922,L0000339,2026-06-19,2026-06-01,22855.54,22855.54,Late,18
LP00000923,L0000339,2026-05-02,2026-05-02,22855.54,22855.54,On Time,0
LP00000924,L0000340,2026-07-01,2026-07-01,33263.76,33263.76,On Time,0
LP00000925,L0000340,2026-05-29,2026-06-01,33263.76,33263.76,On Time,0
LP00000926,L0000340,2026-04-29,2026-05-02,33263.76,33263.76,On Time,0
LP00000927,L0000341,2026-07-01,2026-07-01,5059.57,5059.57,On Time,0
LP00000928,L0000342,2026-06-28,2026-07-01,13056.97,13056.97,On Time,0
LP00000929,L0000342,2026-06-16,2026-06-01,13056.97,13056.97,Late,15
LP00000930,L0000342,2026-05-14,2026-05-02,13056.97,13056.97,Late,12
LP00000931,L0000343,2026-06-30,2026-07-01,23184.04,23184.04,On Time,0
LP00000932,L0000343,2026-05-31,2026-06-01,23184.04,23184.04,On Time,0
LP00000933,L0000343,2026-05-01,2026-05-02,23184.04,23184.04,On Time,0
LP00000934,L0000344,2026-06-29,2026-07-01,16011.1,16011.1,On Time,0
LP00000935,L0000344,2026-05-30,2026-06-01,16011.1,16011.1,On Time,0
LP00000936,L0000344,2026-05-01,2026-05-02,16011.1,16011.1,On Time,0
LP00000937,L0000345,2026-06-29,2026-07-01,3941.8,3941.8,On Time,0
LP00000938,L0000345,2026-05-29,2026-06-01,3941.8,3941.8,On Time,0
LP00000939,L0000345,2026-05-30,2026-05-02,3941.8,0,Missed,45
LP00000940,L0000346,2026-06-28,2026-07-01,10752.24,10752.24,On Time,0
LP00000941,L0000346,2026-05-31,2026-06-01,10752.24,10752.24,On Time,0
LP00000942,L0000346,2026-04-28,2026-05-02,10752.24,10752.24,On Time,0
LP00000943,L0000347,2026-07-01,2026-07-01,7815.35,7815.35,On Time,0
LP00000944,L0000347,2026-06-29,2026-06-01,7815.35,0,Missed,60
LP00000945,L0000347,2026-04-29,2026-05-02,7815.35,7815.35,On Time,0
LP00000946,L0000348,2026-06-27,2026-07-01,4386.88,4386.88,On Time,0
LP00000947,L0000348,2026-05-30,2026-06-01,4386.88,4386.88,On Time,0
LP00000948,L0000348,2026-05-02,2026-05-02,4386.88,4386.88,On Time,0
LP00000949,L0000349,2026-06-29,2026-07-01,6257.01,6257.01,On Time,0
LP00000950,L0000349,2026-06-01,2026-06-01,6257.01,6257.01,On Time,0
LP00000951,L0000349,2026-05-01,2026-05-02,6257.01,6257.01,On Time,0
LP00000952,L0000350,2026-06-30,2026-07-01,13011.69,13011.69,On Time,0
LP00000953,L0000350,2026-05-30,2026-06-01,13011.69,13011.69,On Time,0
LP00000954,L0000350,2026-04-29,2026-05-02,13011.69,13011.69,On Time,0
LP00000955,L0000351,2026-06-29,2026-07-01,3502.2,3502.2,On Time,0
LP00000956,L0000351,2026-06-20,2026-06-01,3502.2,2408.6,Partial,19
LP00000957,L0000351,2026-05-30,2026-05-02,3502.2,0,Missed,30
LP00000958,L0000352,2026-07-01,2026-07-01,6951.08,6951.08,On Time,0
LP00000959,L0000352,2026-05-29,2026-06-01,6951.08,6951.08,On Time,0
LP00000960,L0000352,2026-04-30,2026-05-02,6951.08,6951.08,On Time,0
LP00000961,L0000353,2026-06-27,2026-07-01,9263.62,9263.62,On Time,0
LP00000962,L0000353,2026-05-30,2026-06-01,9263.62,9263.62,On Time,0
LP00000963,L0000353,2026-05-05,2026-05-02,9263.62,4949.17,Partial,3
LP00000964,L0000354,2026-06-28,2026-07-01,8517.24,8517.24,On Time,0
LP00000965,L0000354,2026-06-01,2026-06-01,8517.24,8517.24,On Time,0
LP00000966,L0000354,2026-05-01,2026-05-02,8517.24,8517.24,On Time,0
LP00000967,L0000355,2026-07-01,2026-07-01,5750.82,5750.82,On Time,0
LP00000968,L0000355,2026-06-01,2026-06-01,5750.82,5750.82,On Time,0
LP00000969,L0000356,2026-06-28,2026-07-01,7662.71,7662.71,On Time,0
LP00000970,L0000357,2026-06-29,2026-07-01,1859.38,1859.38,On Time,0
LP00000971,L0000357,2026-05-29,2026-06-01,1859.38,1859.38,On Time,0
LP00000972,L0000357,2026-05-01,2026-05-02,1859.38,1859.38,On Time,0
LP00000973,L0000358,2026-07-03,2026-07-01,16534.52,9211.91,Partial,2
LP00000974,L0000358,2026-05-29,2026-06-01,16534.52,16534.52,On Time,0
LP00000975,L0000358,2026-05-30,2026-05-02,16534.52,0,Missed,30
LP00000976,L0000359,2026-06-28,2026-07-01,6442.04,6442.04,On Time,0
LP00000977,L0000359,2026-05-31,2026-06-01,6442.04,6442.04,On Time,0
LP00000978,L0000359,2026-05-01,2026-05-02,6442.04,6442.04,On Time,0
LP00000979,L0000360,2026-06-30,2026-07-01,13358.64,13358.64,On Time,0
LP00000980,L0000360,2026-06-01,2026-06-01,13358.64,13358.64,On Time,0
LP00000981,L0000360,2026-04-29,2026-05-02,13358.64,13358.64,On Time,0
LP00000982,L0000361,2026-07-01,2026-07-01,12737.98,12737.98,On Time,0
LP00000983,L0000361,2026-05-29,2026-06-01,12737.98,12737.98,On Time,0
LP00000984,L0000361,2026-05-08,2026-05-02,12737.98,8615.69,Partial,6
LP00000985,L0000362,2026-06-27,2026-07-01,12436.88,12436.88,On Time,0
LP00000986,L0000362,2026-05-28,2026-06-01,12436.88,12436.88,On Time,0
LP00000987,L0000362,2026-04-29,2026-05-02,12436.88,12436.88,On Time,0
LP00000988,L0000363,2026-07-29,2026-07-01,8429.23,0,Missed,45
LP00000989,L0000363,2026-06-13,2026-06-01,8429.23,8429.23,Late,12
LP00000990,L0000364,2026-07-01,2026-07-01,9574.29,9574.29,On Time,0
LP00000991,L0000364,2026-06-21,2026-06-01,9574.29,7813.91,Partial,20
LP00000992,L0000364,2026-05-01,2026-05-02,9574.29,9574.29,On Time,0
LP00000993,L0000365,2026-06-29,2026-07-01,35365.79,35365.79,On Time,0
LP00000994,L0000365,2026-05-29,2026-06-01,35365.79,35365.79,On Time,0
LP00000995,L0000365,2026-05-02,2026-05-02,35365.79,35365.79,On Time,0
LP00000996,L0000366,2026-06-30,2026-07-01,9831.53,9831.53,On Time,0
LP00000997,L0000366,2026-05-30,2026-06-01,9831.53,9831.53,On Time,0
LP00000998,L0000366,2026-05-02,2026-05-02,9831.53,9831.53,On Time,0
LP00000999,L0000368,2026-07-29,2026-07-01,3626.18,0,Missed,60
LP00001000,L0000368,2026-05-28,2026-06-01,3626.18,3626.18,On Time,0
LP00001001,L0000368,2026-04-28,2026-05-02,3626.18,3626.18,On Time,0
LP00001002,L0000369,2026-06-28,2026-07-01,2197.92,2197.92,On Time,0
LP00001003,L0000369,2026-06-01,2026-06-01,2197.92,2197.92,On Time,0
LP00001004,L0000369,2026-05-30,2026-05-02,2197.92,0,Missed,45
LP00001005,L0000370,2026-06-29,2026-07-01,14281.58,14281.58,On Time,0
LP00001006,L0000370,2026-05-28,2026-06-01,14281.58,14281.58,On Time,0
LP00001007,L0000370,2026-05-17,2026-05-02,14281.58,12728.53,Partial,15
LP00001008,L0000371,2026-07-01,2026-07-01,12067.66,12067.66,On Time,0
LP00001009,L0000371,2026-06-08,2026-06-01,12067.66,12067.66,Late,7
LP00001010,L0000372,2026-06-27,2026-07-01,2248.23,2248.23,On Time,0
LP00001011,L0000372,2026-05-28,2026-06-01,2248.23,2248.23,On Time,0
LP00001012,L0000372,2026-04-30,2026-05-02,2248.23,2248.23,On Time,0
LP00001013,L0000373,2026-06-29,2026-07-01,5198.43,5198.43,On Time,0
LP00001014,L0000373,2026-05-30,2026-06-01,5198.43,5198.43,On Time,0
LP00001015,L0000373,2026-05-06,2026-05-02,5198.43,5198.43,Late,4
LP00001016,L0000374,2026-07-29,2026-07-01,10298.22,0,Missed,60
LP00001017,L0000374,2026-05-31,2026-06-01,10298.22,10298.22,On Time,0
