TransactionID,AccountID,TransactionDate,TransactionTime,TransactionType,TransactionAmount,Channel,TransactionStatus,MerchantCategory,Province
T000001823,A0000629,2026-02-05,21:34:01,Transfer,1351.5,Card,Successful,N/A,Free State
T000001824,A0000753,2026-07-17,11:26:11,Transfer,872.17,Mobile App,Successful,N/A,Western Cape
T000001825,A0002451,2026-03-16,21:51:43,Deposit,734.44,Card,Successful,N/A,Western Cape
T000001826,A0000192,2026-05-31,21:10:49,Debit Order,358.74,Card,Successful,N/A,Western Cape
T000001827,A0002063,2026-07-06,22:20:32,Card Purchase,96.31,Mobile App,Successful,Restaurants,Gauteng
T000001828,A0002272,2025-05-21,06:57:04,Withdrawal,5682.46,Branch,Successful,N/A,Western Cape
T000001829,A0000973,2026-04-29,11:25:14,Payment,1041.31,Card,Successful,Entertainment,Free State
T000001830,A0001940,2026-07-16,16:59:51,Card Purchase,927.47,ATM,Successful,Travel,Eastern Cape
T000001831,A0000256,2026-05-29,17:08:45,Transfer,203.12,Card,Successful,N/A,KwaZulu-Natal
T000001832,A0000314,2025-04-25,22:12:26,Withdrawal,110.61,POS,Successful,N/A,Gauteng
T000001833,A0003193,2025-01-15,06:34:05,Card Purchase,1586.05,POS,Successful,Entertainment,KwaZulu-Natal
T000001834,A0002184,2025-07-21,17:17:59,Payment,596.11,Branch,Successful,Utilities,Western Cape
T000001835,A0001455,2026-06-03,13:44:09,Payment,2866.88,Card,Successful,Groceries,Western Cape
T000001836,A0001270,2025-05-09,14:29:24,Deposit,3250.6,ATM,Successful,N/A,Western Cape
T000001837,A0002489,2023-09-05,20:17:34,Card Purchase,491.32,ATM,Successful,Telecoms,Western Cape
T000001838,A0002891,2026-07-16,15:11:08,Deposit,1794.36,POS,Successful,N/A,Western Cape
T000001839,A0000365,2026-04-27,17:37:08,Card Purchase,402.85,Mobile App,Successful,Restaurants,Eastern Cape
T000001840,A0001025,2026-07-23,20:43:52,Card Purchase,2445.98,Branch,Successful,Other,KwaZulu-Natal
T000001841,A0000700,2026-06-25,10:18:50,Withdrawal,1444.62,POS,Successful,N/A,Gauteng
T000001842,A0002136,2025-12-22,20:20:42,Card Purchase,1644.66,POS,Successful,Other,KwaZulu-Natal
T000001843,A0001726,2026-07-31,15:50:44,Transfer,3274.33,Internet Banking,Successful,N/A,Gauteng
T000001844,A0000767,2025-10-08,06:11:00,Card Purchase,3386.0,Mobile App,Successful,Retail,Western Cape
T000001845,A0002242,2026-03-01,15:09:43,Debit Order,271.95,Internet Banking,Successful,N/A,Eastern Cape
T000001846,A0001114,2026-07-31,11:47:29,Transfer,247.15,POS,Successful,N/A,Limpopo
T000001847,A0002162,2026-07-12,11:34:58,Withdrawal,713.19,Mobile App,Successful,N/A,Gauteng
T000001848,A0000824,2025-11-04,12:38:33,Card Purchase,402.24,Internet Banking,Successful,Utilities,KwaZulu-Natal
T000001849,A0001693,2026-06-08,22:41:31,Card Purchase,1382.61,Internet Banking,Successful,Telecoms,Free State
T000001850,A0002403,2026-02-06,10:44:59,Card Purchase,258.81,Card,Successful,Retail,Western Cape
T000001851,A0001967,2026-05-30,13:15:15,Transfer,5091.65,Mobile App,Successful,N/A,North West
T000001852,A0002765,2026-05-14,10:20:47,Debit Order,781.67,Mobile App,Successful,N/A,Western Cape
T000001853,A0002813,2026-01-16,14:08:49,Transfer,266.1,Card,Successful,N/A,Gauteng
T000001854,A0003013,2026-03-07,17:19:23,Transfer,215.58,Mobile App,Successful,N/A,Gauteng
T000001855,A0002401,2025-12-16,12:08:23,Deposit,13145.3,ATM,Successful,N/A,Free State
T000001856,A0001720,2026-06-30,16:32:01,Card Purchase,521.97,Mobile App,Successful,Utilities,Mpumalanga
T000001857,A0003087,2025-02-21,19:17:21,Withdrawal,4754.59,POS,Successful,N/A,Gauteng
T000001858,A0000544,2025-03-25,08:47:00,Withdrawal,334.41,POS,Successful,N/A,Western Cape
T000001859,A0001122,2026-07-09,21:20:41,Card Purchase,1334.26,Mobile App,Successful,Restaurants,KwaZulu-Natal
T000001860,A0001036,2024-05-04,19:10:40,Card Purchase,817.47,ATM,Successful,Other,KwaZulu-Natal
T000001861,A0000078,2026-06-21,16:38:42,Card Purchase,6185.46,Card,Successful,Retail,Eastern Cape
T000001862,A0001996,2025-07-07,22:56:29,Payment,524.17,Internet Banking,Successful,Other,Limpopo
T000001863,A0001916,2026-07-20,12:20:40,Card Purchase,255.88,Mobile App,Successful,Restaurants,Gauteng
T000001864,A0001405,2026-07-29,20:22:07,Card Purchase,3521.97,Card,Successful,Telecoms,Eastern Cape
T000001865,A0001303,2025-06-27,11:08:36,Debit Order,2230.1,Internet Banking,Successful,N/A,Gauteng
T000001866,A0000042,2026-02-26,07:42:06,Card Purchase,108.58,POS,Successful,Utilities,Limpopo
T000001867,A0000794,2024-11-03,15:55:13,Card Purchase,1523.85,POS,Successful,Entertainment,Eastern Cape
T000001868,A0000530,2025-12-13,17:23:06,Transfer,1225.69,Card,Successful,N/A,Gauteng
T000001869,A0000851,2026-06-28,12:26:47,Card Purchase,1794.37,Mobile App,Successful,Fuel,KwaZulu-Natal
T000001870,A0001492,2026-02-07,13:47:23,Card Purchase,423.52,Card,Successful,Other,KwaZulu-Natal
T000001871,A0003080,2025-11-25,11:54:14,Card Purchase,892.41,ATM,Successful,Healthcare,Gauteng
T000001872,A0000396,2026-06-27,06:36:11,Card Purchase,1644.67,Mobile App,Successful,Entertainment,Gauteng
T000001873,A0002004,2026-01-23,22:23:41,Transfer,983.64,Mobile App,Successful,N/A,Limpopo
T000001874,A0002261,2024-09-08,21:42:59,Card Purchase,156.56,POS,Successful,Groceries,Western Cape
T000001875,A0002330,2026-06-12,12:19:52,Payment,472.39,Mobile App,Successful,Other,Western Cape
T000001876,A0000312,2026-05-30,10:57:57,Card Purchase,1354.62,Internet Banking,Successful,Travel,Gauteng
T000001877,A0002576,2026-07-23,22:08:53,Card Purchase,208.49,Mobile App,Successful,Travel,Mpumalanga
T000001878,A0001165,2025-05-18,19:05:33,Payment,663.54,POS,Successful,Healthcare,Gauteng
T000001879,A0001675,2025-08-08,12:24:55,Card Purchase,251.78,Mobile App,Successful,Education,Gauteng
T000001880,A0000313,2025-05-12,07:18:42,Debit Order,679.28,Mobile App,Successful,N/A,KwaZulu-Natal
T000001881,A0000001,2026-03-06,10:56:04,Card Purchase,1726.43,Mobile App,Successful,Entertainment,Western Cape
T000001882,A0002534,2024-12-09,14:14:27,Transfer,548.19,Internet Banking,Successful,N/A,Gauteng
T000001883,A0000377,2026-03-29,14:54:53,Card Purchase,783.57,Mobile App,Successful,Fuel,Northern Cape
T000001884,A0001063,2025-09-03,22:46:11,Card Purchase,973.8,Card,Successful,Travel,Eastern Cape
T000001885,A0002806,2024-01-10,18:41:32,Card Purchase,239.73,Card,Successful,Other,Gauteng
T000001886,A0000089,2024-10-22,21:40:44,Transfer,5625.93,Branch,Successful,N/A,Western Cape
T000001887,A0000310,2025-08-09,06:31:17,Transfer,639.53,Card,Successful,N/A,Eastern Cape
T000001888,A0003129,2026-03-04,07:45:52,Debit Order,3091.67,Internet Banking,Successful,N/A,Gauteng
T000001889,A0000375,2026-04-24,13:02:38,Card Purchase,838.15,ATM,Successful,Restaurants,Gauteng
T000001890,A0001482,2025-10-05,14:55:52,Transfer,628.96,Branch,Successful,N/A,Gauteng
T000001891,A0003181,2026-07-21,14:21:54,Withdrawal,253.77,ATM,Successful,N/A,Limpopo
T000001892,A0002236,2024-07-21,15:07:26,Card Purchase,5573.87,Branch,Successful,Education,Eastern Cape
T000001893,A0002523,2026-07-29,19:37:15,Card Purchase,539.78,Internet Banking,Successful,Other,Western Cape
T000001894,A0002708,2026-04-01,07:41:50,Card Purchase,251.58,Mobile App,Successful,Retail,Eastern Cape
T000001895,A0003057,2025-08-07,10:21:36,Debit Order,789.98,Mobile App,Successful,N/A,Western Cape
T000001896,A0002214,2026-07-13,18:57:21,Card Purchase,128.59,POS,Successful,Entertainment,Western Cape
T000001897,A0002199,2026-07-01,18:36:39,Interest,317.66,Mobile App,Successful,N/A,North West
T000001898,A0001441,2026-01-27,19:46:13,Transfer,605.36,Mobile App,Successful,N/A,Gauteng
T000001899,A0000407,2026-07-28,21:37:38,Card Purchase,242.02,ATM,Successful,Utilities,KwaZulu-Natal
T000001900,A0002630,2025-10-24,15:19:59,Card Purchase,942.47,ATM,Successful,Telecoms,Gauteng
T000001901,A0000140,2026-07-27,21:15:52,Card Purchase,202.78,Branch,Successful,Restaurants,Limpopo
T000001902,A0001974,2026-07-06,14:39:14,Withdrawal,351.99,Mobile App,Successful,N/A,KwaZulu-Natal
T000001903,A0000882,2026-04-04,13:23:30,Debit Order,765.98,Internet Banking,Successful,N/A,Gauteng
T000001904,A0003059,2026-05-21,07:13:34,Card Purchase,682.67,Card,Successful,Retail,Free State
T000001905,A0002083,2025-03-12,15:26:59,Debit Order,483.28,Mobile App,Successful,N/A,Mpumalanga
T000001906,A0001125,2025-12-27,15:43:07,Transfer,2377.61,POS,Successful,N/A,Western Cape
T000001907,A0000667,2026-04-14,18:08:03,Card Purchase,969.21,Branch,Successful,Education,Gauteng
T000001908,A0000306,2025-03-31,08:35:58,Payment,941.38,Mobile App,Successful,Groceries,Gauteng
T000001909,A0002946,2026-02-13,22:22:48,Card Purchase,66.49,Mobile App,Successful,Entertainment,Limpopo
T000001910,A0000623,2026-06-10,12:24:01,Transfer,748.9,Branch,Successful,N/A,Gauteng
T000001911,A0001786,2026-03-06,17:27:18,Transfer,528.52,Mobile App,Successful,N/A,Gauteng
T000001912,A0002870,2026-05-02,11:21:34,Card Purchase,926.06,Mobile App,Successful,Healthcare,Mpumalanga
T000001913,A0002389,2026-03-27,06:49:55,Withdrawal,476.06,POS,Successful,N/A,Gauteng
T000001914,A0002284,2024-12-08,21:00:59,Card Purchase,236.45,ATM,Successful,Telecoms,Gauteng
T000001915,A0001834,2026-04-09,06:17:39,Transfer,447.72,Mobile App,Successful,N/A,KwaZulu-Natal
T000001916,A0002924,2026-06-07,09:23:38,Transfer,172.38,POS,Successful,N/A,Mpumalanga
T000001917,A0003167,2025-12-19,13:39:24,Transfer,984.57,Card,Successful,N/A,Western Cape
T000001918,A0000001,2026-03-03,08:25:24,Payment,184.44,Card,Successful,Entertainment,Western Cape
T000001919,A0002987,2026-07-16,21:36:29,Bank Fee,302.88,Internet Banking,Successful,N/A,Eastern Cape
T000001920,A0000033,2024-10-30,09:24:23,Debit Order,1781.95,ATM,Successful,N/A,Northern Cape
T000001921,A0002863,2024-06-29,06:09:50,Bank Fee,108.13,ATM,Successful,N/A,KwaZulu-Natal
T000001922,A0001848,2026-03-26,09:51:36,Transfer,625.88,Card,Successful,N/A,Gauteng
T000001923,A0000747,2026-05-19,17:30:28,Card Purchase,635.99,Branch,Successful,Travel,Western Cape
T000001924,A0003141,2026-07-20,08:39:28,Card Purchase,2012.43,Internet Banking,Successful,Other,Gauteng
T000001925,A0002026,2026-06-04,20:02:22,Card Purchase,226.15,Mobile App,Successful,Travel,Western Cape
T000001926,A0003103,2026-05-18,16:53:18,Transfer,1177.52,Card,Successful,N/A,Eastern Cape
T000001927,A0002294,2026-06-11,14:26:13,Payment,359.53,Branch,Successful,Retail,Limpopo
T000001928,A0002488,2026-07-31,15:56:55,Card Purchase,228.28,Card,Reversed,Retail,Western Cape
T000001929,A0001097,2026-05-27,11:25:32,Payment,86.25,Internet Banking,Successful,Healthcare,KwaZulu-Natal
T000001930,A0000800,2026-05-26,09:44:19,Card Purchase,184.0,POS,Successful,Retail,Gauteng
T000001931,A0000711,2025-04-28,21:13:04,Debit Order,189.11,Internet Banking,Successful,N/A,KwaZulu-Natal
T000001932,A0003186,2026-01-21,20:59:08,Withdrawal,608.96,Internet Banking,Successful,N/A,KwaZulu-Natal
T000001933,A0001830,2025-05-10,22:39:07,Debit Order,659.47,POS,Successful,N/A,Gauteng
T000001934,A0002945,2026-01-10,22:18:32,Debit Order,690.45,ATM,Successful,N/A,Western Cape
T000001935,A0001690,2025-06-11,18:18:00,Withdrawal,210.83,Mobile App,Successful,N/A,Gauteng
T000001936,A0000317,2025-11-19,08:58:46,Card Purchase,835.8,Mobile App,Successful,Telecoms,Gauteng
T000001937,A0003134,2024-10-27,15:37:24,Card Purchase,290.47,Branch,Successful,Utilities,Gauteng
T000001938,A0000350,2026-07-16,12:36:12,Debit Order,642.56,Card,Successful,N/A,Gauteng
T000001939,A0001240,2026-04-11,20:24:09,Transfer,469.18,Branch,Successful,N/A,Limpopo
T000001940,A0002670,2025-12-17,13:58:33,Payment,1391.79,Internet Banking,Successful,Utilities,Western Cape
T000001941,A0003097,2026-01-21,15:39:01,Transfer,323.82,Card,Successful,N/A,Free State
T000001942,A0001941,2026-07-07,14:48:02,Debit Order,920.16,Mobile App,Successful,N/A,Gauteng
T000001943,A0002509,2025-10-30,06:13:37,Card Purchase,1302.3,Card,Successful,Education,Limpopo
T000001944,A0001338,2026-06-17,17:05:17,Card Purchase,1451.93,Mobile App,Reversed,Other,Eastern Cape
T000001945,A0002704,2026-07-17,08:12:06,Card Purchase,3020.02,ATM,Successful,Travel,Western Cape
T000001946,A0002928,2026-04-22,08:07:25,Payment,626.84,POS,Successful,Fuel,Western Cape
T000001947,A0002082,2026-06-05,18:31:45,Payment,967.73,Mobile App,Successful,Education,KwaZulu-Natal
T000001948,A0000447,2025-06-01,20:04:58,Debit Order,1049.49,Mobile App,Successful,N/A,Gauteng
T000001949,A0002162,2025-05-25,06:42:57,Payment,692.08,Mobile App,Successful,Retail,Gauteng
T000001950,A0002871,2025-07-01,11:21:04,Debit Order,1250.05,POS,Successful,N/A,Gauteng
T000001951,A0000972,2026-02-05,21:31:45,Card Purchase,866.64,POS,Successful,Retail,Gauteng
T000001952,A0001323,2024-09-12,14:16:27,Debit Order,154.16,Internet Banking,Successful,N/A,KwaZulu-Natal
T000001953,A0002988,2024-10-01,07:13:47,Deposit,514.05,Mobile App,Successful,N/A,Eastern Cape
T000001954,A0001259,2024-08-03,15:50:26,Card Purchase,538.59,POS,Successful,Other,KwaZulu-Natal
T000001955,A0003107,2026-06-01,18:36:56,Debit Order,316.34,Branch,Successful,N/A,Limpopo
T000001956,A0000293,2024-12-27,11:17:29,Card Purchase,1678.8,POS,Successful,Telecoms,Western Cape
T000001957,A0002816,2025-07-19,08:59:34,Card Purchase,4005.3,POS,Successful,Retail,Gauteng
T000001958,A0002812,2026-01-25,20:10:09,Debit Order,369.63,Mobile App,Successful,N/A,Western Cape
T000001959,A0001446,2026-07-16,17:46:43,Transfer,90.94,ATM,Successful,N/A,Gauteng
T000001960,A0000583,2026-06-14,16:46:41,Withdrawal,428.81,Mobile App,Successful,N/A,Western Cape
T000001961,A0000221,2026-05-17,22:23:05,Withdrawal,294.15,Mobile App,Successful,N/A,Free State
T000001962,A0000955,2024-11-13,08:05:22,Transfer,1540.49,Internet Banking,Successful,N/A,Western Cape
T000001963,A0000703,2025-12-17,20:08:11,Card Purchase,302.71,Mobile App,Failed,Groceries,Free State
T000001964,A0002232,2024-09-24,22:59:36,Card Purchase,1382.63,Mobile App,Successful,Entertainment,KwaZulu-Natal
T000001965,A0001511,2024-12-08,13:11:06,Deposit,3466.09,POS,Successful,N/A,Gauteng
T000001966,A0003158,2026-01-21,17:45:59,Card Purchase,3121.87,Mobile App,Successful,Travel,Northern Cape
T000001967,A0001035,2025-12-28,14:23:57,Payment,1454.28,POS,Successful,Fuel,KwaZulu-Natal
T000001968,A0001400,2026-07-23,10:50:37,Withdrawal,92.87,ATM,Successful,N/A,Western Cape
T000001969,A0000158,2026-03-08,11:35:51,Card Purchase,113.07,Card,Successful,Restaurants,KwaZulu-Natal
T000001970,A0001920,2026-07-08,20:12:03,Card Purchase,588.78,Mobile App,Successful,Retail,Limpopo
T000001971,A0000376,2026-03-21,19:09:05,Card Purchase,406.04,ATM,Successful,Restaurants,KwaZulu-Natal
T000001972,A0002091,2025-10-04,09:38:39,Card Purchase,66.87,Card,Successful,Retail,Western Cape
T000001973,A0000810,2025-04-06,15:22:52,Debit Order,2096.88,Internet Banking,Successful,N/A,Gauteng
T000001974,A0002454,2026-04-20,19:31:19,Deposit,1042.85,Mobile App,Successful,N/A,Eastern Cape
T000001975,A0000280,2025-11-28,07:21:22,Transfer,1132.28,Mobile App,Successful,N/A,Gauteng
T000001976,A0001548,2025-04-13,16:38:44,Card Purchase,302.92,Card,Successful,Healthcare,Limpopo
T000001977,A0001257,2024-08-02,10:32:53,Card Purchase,315.67,Card,Successful,Other,Western Cape
T000001978,A0002448,2024-05-31,18:30:38,Withdrawal,976.63,Branch,Successful,N/A,Gauteng
T000001979,A0001680,2025-11-07,07:31:25,Withdrawal,226.79,POS,Successful,N/A,KwaZulu-Natal
T000001980,A0001391,2026-07-31,14:29:34,Bank Fee,378.13,ATM,Successful,N/A,Western Cape
T000001981,A0000787,2025-12-31,13:00:29,Card Purchase,1139.37,POS,Successful,Restaurants,Free State
T000001982,A0001831,2026-07-26,14:15:57,Deposit,1967.74,ATM,Successful,N/A,Eastern Cape
T000001983,A0000312,2026-05-30,07:36:45,Card Purchase,415.72,Mobile App,Successful,Groceries,Gauteng
T000001984,A0000627,2025-12-14,12:14:07,Transfer,988.69,Card,Successful,N/A,KwaZulu-Natal
T000001985,A0000435,2026-07-30,06:47:14,Card Purchase,2345.63,Card,Successful,Healthcare,KwaZulu-Natal
T000001986,A0003133,2026-07-29,14:13:00,Bank Fee,480.45,Mobile App,Successful,N/A,KwaZulu-Natal
T000001987,A0002591,2026-05-04,15:15:33,Card Purchase,553.86,Card,Successful,Restaurants,Western Cape
T000001988,A0002290,2026-07-17,07:19:04,Transfer,262.31,Mobile App,Successful,N/A,Gauteng
T000001989,A0000492,2026-06-09,11:41:14,Card Purchase,699.06,Card,Reversed,Education,KwaZulu-Natal
T000001990,A0001290,2025-09-26,13:54:32,Debit Order,1297.89,Card,Successful,N/A,Gauteng
T000001991,A0001007,2024-08-27,15:50:56,Card Purchase,368.07,Internet Banking,Successful,Travel,Gauteng
T000001992,A0001021,2026-07-28,09:40:49,Deposit,1684.68,Mobile App,Successful,N/A,Western Cape
T000001993,A0002388,2026-06-21,12:16:23,Card Purchase,191.82,Internet Banking,Successful,Fuel,Free State
T000001994,A0001254,2026-03-22,15:21:41,Card Purchase,2110.25,Card,Failed,Retail,Western Cape
T000001995,A0000214,2024-12-17,15:05:15,Transfer,369.76,Branch,Successful,N/A,KwaZulu-Natal
T000001996,A0001996,2026-01-11,16:34:12,Card Purchase,106.97,Mobile App,Successful,Retail,Limpopo
T000001997,A0001919,2026-06-03,07:20:35,Card Purchase,546.53,Card,Successful,Fuel,Gauteng
T000001998,A0001758,2025-10-03,21:01:24,Card Purchase,1599.34,Card,Successful,Other,Eastern Cape
T000001999,A0002401,2025-12-06,07:42:44,Transfer,425.41,ATM,Successful,N/A,Free State
T000002000,A0002232,2025-02-17,12:22:40,Card Purchase,815.79,Branch,Successful,Telecoms,KwaZulu-Natal
T000002001,A0002038,2026-05-06,12:50:53,Card Purchase,465.69,Card,Successful,Retail,Western Cape
T000002002,A0001821,2026-07-17,16:06:00,Debit Order,890.89,Internet Banking,Successful,N/A,Western Cape
T000002003,A0000293,2026-03-26,08:50:00,Payment,846.75,Mobile App,Successful,Other,Western Cape
T000002004,A0001923,2026-07-01,13:47:17,Deposit,3697.12,POS,Successful,N/A,Western Cape
T000002005,A0002403,2026-02-08,07:41:55,Debit Order,555.42,Branch,Successful,N/A,Western Cape
T000002006,A0001088,2025-08-26,11:16:34,Card Purchase,371.98,Card,Successful,Groceries,Gauteng
T000002007,A0000644,2026-07-19,13:23:46,Card Purchase,621.88,Mobile App,Successful,Utilities,Western Cape
T000002008,A0000204,2025-10-05,18:47:25,Transfer,2165.39,Card,Successful,N/A,Limpopo
T000002009,A0000203,2024-02-07,12:10:43,Transfer,55.37,Mobile App,Successful,N/A,Western Cape
T000002010,A0002249,2026-07-24,07:58:32,Card Purchase,407.34,Mobile App,Successful,Other,Gauteng
T000002011,A0000459,2026-06-13,17:44:40,Card Purchase,1127.52,Mobile App,Successful,Travel,Gauteng
T000002012,A0002638,2025-05-26,09:41:52,Debit Order,511.54,Mobile App,Successful,N/A,Eastern Cape
T000002013,A0001584,2026-05-29,17:02:08,Withdrawal,602.53,Card,Successful,N/A,Free State
T000002014,A0001517,2026-07-01,20:09:02,Payment,1908.78,Card,Successful,Travel,Western Cape
T000002015,A0000731,2024-11-02,09:40:01,Transfer,452.0,Card,Successful,N/A,Western Cape
T000002016,A0000455,2026-07-07,11:42:51,Card Purchase,127.38,Mobile App,Successful,Education,Gauteng
T000002017,A0001105,2026-06-28,09:13:42,Transfer,1119.4,POS,Successful,N/A,Limpopo
T000002018,A0003049,2026-05-28,20:11:26,Card Purchase,395.41,Branch,Successful,Travel,Gauteng
T000002019,A0002784,2026-07-31,08:59:13,Debit Order,480.06,ATM,Successful,N/A,Gauteng
T000002020,A0002142,2025-12-06,13:18:04,Debit Order,465.25,Mobile App,Successful,N/A,KwaZulu-Natal
T000002021,A0001558,2025-09-15,17:17:41,Withdrawal,589.19,ATM,Successful,N/A,Western Cape
T000002022,A0000738,2026-07-19,11:41:15,Payment,183.57,POS,Successful,Entertainment,KwaZulu-Natal
T000002023,A0000008,2026-06-24,12:39:23,Debit Order,732.01,Branch,Successful,N/A,KwaZulu-Natal
T000002024,A0002366,2025-12-07,18:17:21,Withdrawal,957.49,Card,Successful,N/A,KwaZulu-Natal
T000002025,A0001157,2026-07-03,08:08:10,Card Purchase,1080.94,Mobile App,Successful,Groceries,Western Cape
T000002026,A0001873,2026-03-04,17:10:31,Transfer,1511.24,Mobile App,Successful,N/A,Northern Cape
T000002027,A0002715,2025-06-01,13:49:01,Deposit,1255.14,POS,Successful,N/A,Eastern Cape
T000002028,A0003064,2025-03-30,18:02:47,Withdrawal,346.71,ATM,Successful,N/A,Western Cape
T000002029,A0001720,2026-06-19,15:43:41,Debit Order,776.07,Card,Successful,N/A,Mpumalanga
T000002030,A0001124,2026-07-06,08:28:27,Bank Fee,432.34,Card,Successful,N/A,Gauteng
T000002031,A0001665,2026-01-21,13:00:44,Transfer,4551.08,Mobile App,Successful,N/A,Gauteng
T000002032,A0000444,2025-03-07,17:13:07,Transfer,274.72,POS,Successful,N/A,KwaZulu-Natal
T000002033,A0002079,2026-02-08,12:32:57,Payment,1957.51,Mobile App,Successful,Telecoms,Gauteng
T000002034,A0002321,2026-04-10,21:15:34,Withdrawal,526.53,Branch,Successful,N/A,Free State
T000002035,A0002782,2026-07-18,07:00:39,Debit Order,927.9,Internet Banking,Successful,N/A,Gauteng
T000002036,A0001833,2026-03-19,21:14:38,Card Purchase,673.56,Mobile App,Successful,Restaurants,Gauteng
T000002037,A0001837,2026-05-07,11:26:07,Card Purchase,7907.0,ATM,Successful,Travel,Gauteng
T000002038,A0001497,2026-06-18,10:32:24,Card Purchase,867.65,Mobile App,Successful,Restaurants,Limpopo
T000002039,A0002468,2026-07-17,09:19:43,Payment,296.6,ATM,Successful,Fuel,Western Cape
T000002040,A0000946,2026-02-23,13:27:13,Interest,497.55,Mobile App,Successful,N/A,Gauteng
T000002041,A0002308,2026-02-07,12:50:23,Card Purchase,3386.66,Card,Successful,Travel,Western Cape
T000002042,A0001220,2026-07-15,19:41:28,Withdrawal,513.64,Mobile App,Successful,N/A,Western Cape
T000002043,A0002776,2026-04-20,10:18:44,Deposit,14215.31,Card,Successful,N/A,Western Cape
T000002044,A0001931,2026-02-10,07:56:27,Transfer,352.68,Mobile App,Successful,N/A,Mpumalanga
T000002045,A0001175,2025-10-15,15:04:35,Payment,2598.48,ATM,Successful,Other,Gauteng
T000002046,A0001450,2024-10-14,22:54:39,Deposit,972.23,Mobile App,Successful,N/A,Eastern Cape
T000002047,A0002156,2025-07-22,20:19:46,Payment,2485.95,Internet Banking,Successful,Education,Western Cape
T000002048,A0001248,2025-10-08,07:12:41,Card Purchase,218.04,Card,Successful,Restaurants,Gauteng
T000002049,A0001667,2026-04-15,20:30:56,Card Purchase,91.92,Mobile App,Successful,Education,Mpumalanga
T000002050,A0002375,2026-06-26,10:59:56,Card Purchase,108.79,Internet Banking,Successful,Telecoms,Mpumalanga
T000002051,A0000406,2026-02-09,06:53:09,Card Purchase,522.23,Branch,Successful,Healthcare,KwaZulu-Natal
T000002052,A0000591,2025-09-07,12:36:28,Transfer,695.47,Internet Banking,Successful,N/A,Free State
T000002053,A0003155,2025-11-19,12:13:31,Payment,355.71,Mobile App,Successful,Restaurants,KwaZulu-Natal
T000002054,A0001699,2025-08-06,11:11:11,Card Purchase,153.58,Card,Successful,Travel,Western Cape
T000002055,A0001023,2025-12-08,18:31:06,Debit Order,501.0,Mobile App,Successful,N/A,Western Cape
T000002056,A0001176,2025-03-25,08:30:49,Card Purchase,575.98,ATM,Successful,Telecoms,Gauteng
T000002057,A0002190,2026-07-07,11:54:35,Withdrawal,166.61,Mobile App,Successful,N/A,Gauteng
T000002058,A0001416,2026-04-15,15:51:23,Transfer,164.25,POS,Successful,N/A,KwaZulu-Natal
T000002059,A0002076,2025-07-02,15:57:19,Interest,1764.73,Mobile App,Successful,N/A,KwaZulu-Natal
T000002060,A0002045,2025-04-12,13:07:15,Debit Order,568.89,Card,Successful,N/A,Eastern Cape
T000002061,A0002087,2025-04-03,22:49:43,Card Purchase,2818.58,Mobile App,Successful,Education,Western Cape
T000002062,A0002186,2026-05-10,18:11:59,Card Purchase,89.41,Branch,Successful,Healthcare,North West
T000002063,A0001237,2025-03-21,21:56:47,Payment,872.93,Card,Successful,Entertainment,Mpumalanga
T000002064,A0000012,2026-06-11,22:55:24,Payment,854.78,Mobile App,Successful,Education,Eastern Cape
T000002065,A0000043,2026-05-18,22:42:21,Card Purchase,2547.09,Card,Successful,Utilities,Gauteng
T000002066,A0002110,2026-03-31,07:25:09,Deposit,3487.97,Mobile App,Successful,N/A,KwaZulu-Natal
T000002067,A0002078,2026-03-29,21:10:21,Card Purchase,486.6,Card,Successful,Education,Western Cape
T000002068,A0000562,2026-07-31,09:00:01,Payment,1022.99,Card,Successful,Restaurants,Western Cape
T000002069,A0000147,2026-04-08,18:07:23,Card Purchase,4243.2,Card,Successful,Education,Western Cape
T000002070,A0001751,2025-12-06,11:38:23,Card Purchase,552.34,POS,Successful,Other,Gauteng
T000002071,A0001028,2026-06-18,16:20:54,Card Purchase,991.11,Card,Successful,Utilities,Western Cape
T000002072,A0002944,2026-03-07,17:29:33,Bank Fee,835.05,Internet Banking,Successful,N/A,Gauteng
T000002073,A0001206,2026-06-05,19:00:33,Withdrawal,253.22,Mobile App,Successful,N/A,Western Cape
T000002074,A0000798,2024-06-29,22:24:29,Withdrawal,283.11,Mobile App,Failed,N/A,KwaZulu-Natal
T000002075,A0003070,2026-07-22,14:13:25,Card Purchase,147.86,Internet Banking,Reversed,Healthcare,Eastern Cape
T000002076,A0002868,2026-01-04,09:34:16,Payment,285.93,ATM,Successful,Entertainment,Gauteng
T000002077,A0001691,2025-12-02,16:31:19,Debit Order,413.53,Card,Successful,N/A,Gauteng
T000002078,A0000331,2025-09-27,20:37:48,Withdrawal,65.36,Mobile App,Successful,N/A,Gauteng
T000002079,A0002860,2026-05-03,19:33:55,Transfer,472.18,Mobile App,Successful,N/A,Gauteng
T000002080,A0002242,2026-04-06,12:52:48,Transfer,2719.64,ATM,Successful,N/A,Eastern Cape
T000002081,A0001264,2026-05-21,15:52:02,Transfer,4289.23,Card,Successful,N/A,Gauteng
T000002082,A0001642,2026-03-21,14:14:18,Payment,46.82,Card,Successful,Education,Gauteng
T000002083,A0000898,2026-05-28,22:37:15,Card Purchase,829.94,ATM,Successful,Healthcare,Gauteng
