AccountID,CustomerID,ProductID,BranchID,AccountType,OpenDate,CurrentBalance,AccountStatus,InterestRate,OverdraftLimit
A0000652,C000787,P006,B0035,Savings,2026-07-15,6239.32,Active,0.062,1400.0
A0000653,C000845,P010,B0040,Credit Card,2026-01-06,-7079.25,Active,0.215,42000.0
A0000654,C001316,P020,B0005,Current Account,2026-06-23,152188.15,Active,0.002,0
A0000655,C000630,P008,B0022,Fixed Deposit,2025-05-01,13358.84,Active,0.085,0
A0000656,C001196,P007,B0024,Notice Deposit,2023-11-14,13195.46,Active,0.075,0
A0000657,C001721,P005,B0020,Savings,2026-07-15,37486.17,Closed,0.055,5200.0
A0000658,C001698,P011,B0056,Credit Card,2026-06-21,-687.5,Active,0.205,5000
A0000659,C001904,P010,B0042,Credit Card,2024-09-12,-3742.09,Active,0.215,12200.0
A0000660,C000200,P003,B0013,Current Account,2023-12-02,9213.96,Active,0.001,0
A0000661,C000871,P003,B0027,Current Account,2024-09-21,12514.27,Active,0.001,0
A0000662,C000396,P010,B0042,Credit Card,2024-03-13,-6833.22,Dormant,0.215,12200.0
A0000663,C000423,P006,B0052,Savings,2026-04-09,4900.4,Active,0.062,0
A0000664,C001852,P002,B0025,Current Account,2025-10-08,4863.18,Active,0.001,0
A0000665,C001134,P006,B0032,Savings,2025-10-06,95976.96,Active,0.062,0
A0000666,C000922,P004,B0029,Savings,2026-07-12,37007.37,Active,0.045,18000.0
A0000667,C001512,P005,B0004,Savings,2025-11-01,26272.85,Active,0.055,0
A0000668,C001077,P020,B0022,Current Account,2025-07-02,31537.76,Active,0.002,0
A0000669,C000011,P007,B0051,Notice Deposit,2025-08-04,22718.82,Active,0.075,0
A0000670,C000337,P006,B0005,Savings,2026-05-29,14113.94,Active,0.062,1400.0
A0000671,C001997,P006,B0023,Savings,2025-11-01,39683.4,Active,0.062,0
A0000672,C001962,P008,B0057,Fixed Deposit,2026-01-08,10876.88,Active,0.085,0
A0000673,C001271,P012,B0054,Credit Card,2025-06-23,-13613.51,Active,0.185,42000.0
A0000674,C001456,P002,B0041,Current Account,2026-01-19,3780.14,Active,0.001,0
A0000675,C001560,P003,B0027,Current Account,2025-07-16,34204.69,Active,0.001,0
A0000676,C001584,P005,B0021,Savings,2024-11-21,4116.38,Active,0.055,0
A0000677,C000579,P003,B0028,Current Account,2025-06-04,28315.94,Active,0.001,5200.0
A0000678,C001160,P006,B0047,Savings,2025-11-26,49803.52,Dormant,0.062,5200.0
A0000679,C001869,P018,B0046,Current Account,2025-09-30,11962.97,Active,0.012,0
A0000680,C000236,P008,B0045,Fixed Deposit,2024-08-14,55524.77,Active,0.085,0
A0000681,C001778,P003,B0060,Current Account,2023-01-15,86802.93,Active,0.001,0
A0000682,C001763,P002,B0043,Current Account,2026-07-05,5000.23,Active,0.001,0
A0000683,C000397,P006,B0007,Savings,2026-04-10,32658.29,Closed,0.062,0
A0000684,C000321,P008,B0002,Fixed Deposit,2026-07-07,52039.89,Active,0.085,0
A0000685,C000485,P003,B0019,Current Account,2026-03-10,10989.17,Active,0.001,0
A0000686,C000679,P018,B0054,Current Account,2026-07-08,53447.56,Dormant,0.012,0
A0000687,C000233,P003,B0029,Current Account,2025-07-10,9920.57,Active,0.001,0
A0000688,C001951,P020,B0036,Current Account,2025-08-23,22817.14,Active,0.002,5200.0
A0000689,C000037,P002,B0045,Current Account,2025-04-12,12288.37,Active,0.001,0
A0000690,C000147,P004,B0038,Savings,2025-02-17,45204.71,Active,0.045,0
A0000691,C001587,P003,B0050,Current Account,2026-07-04,7532.56,Active,0.001,0
A0000692,C000837,P004,B0009,Savings,2026-02-16,8488.05,Active,0.045,0
A0000693,C001259,P004,B0031,Savings,2024-09-01,412688.26,Active,0.045,18000.0
A0000694,C000892,P010,B0002,Credit Card,2025-03-27,-6321.46,Active,0.215,12200.0
A0000695,C000548,P003,B0009,Current Account,2024-06-14,9482.51,Dormant,0.001,1400.0
A0000696,C001806,P008,B0008,Fixed Deposit,2025-02-24,12400.54,Active,0.085,0
A0000697,C001928,P003,B0033,Current Account,2025-07-04,23223.16,Active,0.001,5200.0
A0000698,C000131,P003,B0054,Current Account,2026-07-13,23309.7,Active,0.001,0
A0000699,C001872,P002,B0032,Current Account,2026-03-30,3720.61,Active,0.001,0
A0000700,C001721,P007,B0001,Notice Deposit,2026-04-28,32677.68,Active,0.075,0
A0000701,C001656,P003,B0013,Current Account,2025-02-20,16852.84,Active,0.001,0
A0000702,C000832,P006,B0013,Savings,2026-07-15,3028.54,Active,0.062,1400.0
A0000703,C000811,P020,B0003,Current Account,2024-01-14,84796.46,Active,0.002,0
A0000704,C001919,P003,B0029,Current Account,2026-05-30,15361.05,Active,0.001,0
A0000705,C000105,P008,B0037,Fixed Deposit,2023-09-25,10235.49,Active,0.085,0
A0000706,C000343,P011,B0033,Credit Card,2026-06-10,-1408.11,Active,0.205,5000
A0000707,C001037,P002,B0056,Current Account,2024-12-08,5809.4,Active,0.001,0
A0000708,C001986,P008,B0019,Fixed Deposit,2025-11-09,66731.15,Active,0.085,0
A0000709,C001087,P005,B0054,Savings,2022-07-19,10090.73,Active,0.055,0
A0000710,C001514,P005,B0055,Savings,2026-06-21,29665.2,Active,0.055,0
A0000711,C000525,P010,B0019,Credit Card,2023-10-17,-1397.77,Active,0.215,5000
A0000712,C000038,P003,B0022,Current Account,2026-04-24,32988.63,Active,0.001,0
A0000713,C000077,P012,B0028,Credit Card,2025-02-20,-2305.38,Active,0.185,12200.0
A0000714,C000220,P018,B0057,Current Account,2026-04-16,9894.24,Active,0.012,0
A0000715,C001496,P018,B0040,Current Account,2026-06-11,18283.49,Active,0.012,0
A0000716,C001491,P005,B0019,Savings,2025-05-24,6316.39,Active,0.055,0
A0000717,C000675,P004,B0025,Savings,2022-10-27,51605.34,Active,0.045,0
A0000718,C001948,P004,B0020,Savings,2024-10-16,18655.96,Active,0.045,1400.0
A0000719,C000515,P009,B0013,Money Market,2026-06-06,42672.89,Active,0.068,0
A0000720,C001748,P010,B0007,Credit Card,2025-02-10,-4274.59,Active,0.215,12200.0
A0000721,C001572,P001,B0024,Current Account,2022-04-26,47080.22,Active,0.002,5200.0
A0000722,C000958,P009,B0016,Money Market,2026-05-08,75550.8,Active,0.068,0
A0000723,C000470,P010,B0035,Credit Card,2025-08-04,-688.0,Active,0.215,5000
A0000724,C001395,P012,B0018,Credit Card,2026-03-07,-1659.12,Active,0.185,5000
A0000725,C000360,P002,B0003,Current Account,2026-03-19,16114.61,Active,0.001,0
A0000726,C001275,P005,B0056,Savings,2026-06-20,18465.38,Active,0.055,1400.0
A0000727,C001536,P005,B0032,Savings,2025-02-01,3708.05,Active,0.055,0
A0000728,C001382,P018,B0027,Current Account,2025-06-07,41335.82,Active,0.012,0
A0000729,C000936,P007,B0001,Notice Deposit,2025-05-20,239359.06,Active,0.075,0
A0000730,C001189,P006,B0056,Savings,2025-10-30,12250.26,Dormant,0.062,0
A0000731,C001956,P005,B0031,Savings,2024-09-10,4709.92,Active,0.055,0
A0000732,C001701,P020,B0002,Current Account,2025-01-02,165793.13,Active,0.002,0
A0000733,C000533,P018,B0021,Current Account,2025-04-22,75737.7,Active,0.012,5200.0
A0000734,C001598,P020,B0023,Current Account,2025-11-14,15713.21,Active,0.002,0
A0000735,C000203,P001,B0011,Current Account,2026-07-15,22167.86,Active,0.002,5200.0
A0000736,C001345,P019,B0014,Money Market,2025-05-29,252701.79,Active,0.078,0
A0000737,C001567,P011,B0052,Credit Card,2026-03-04,-2057.88,Active,0.205,5000
A0000738,C000603,P005,B0012,Savings,2026-06-12,2138.98,Active,0.055,0
A0000739,C001174,P004,B0033,Savings,2026-07-12,2673.71,Active,0.045,0
A0000740,C001027,P001,B0012,Current Account,2025-09-24,2502.93,Active,0.002,0
A0000741,C000790,P010,B0016,Credit Card,2025-04-11,-870.66,Active,0.215,5000
A0000742,C001578,P001,B0029,Current Account,2024-07-27,119291.22,Active,0.002,0
A0000743,C001227,P018,B0022,Current Account,2025-06-17,116421.65,Active,0.012,5200.0
A0000744,C001614,P020,B0007,Current Account,2025-08-08,22185.39,Active,0.002,0
A0000745,C001484,P008,B0025,Fixed Deposit,2023-03-18,10133.28,Active,0.085,0
A0000746,C000074,P018,B0044,Current Account,2026-06-29,33955.57,Active,0.012,5200.0
A0000747,C001343,P010,B0021,Credit Card,2023-10-14,-689.68,Active,0.215,5000
A0000748,C001948,P005,B0020,Savings,2024-11-17,40289.25,Dormant,0.055,0
A0000749,C000976,P006,B0023,Savings,2025-08-25,22734.41,Active,0.062,0
A0000750,C000153,P003,B0041,Current Account,2026-02-11,136022.15,Active,0.001,0
A0000751,C001586,P008,B0015,Fixed Deposit,2023-07-11,65919.04,Active,0.085,0
A0000752,C001435,P007,B0001,Notice Deposit,2026-03-08,48557.2,Active,0.075,0
A0000753,C001937,P008,B0043,Fixed Deposit,2026-07-16,40576.67,Active,0.085,0
A0000754,C001947,P005,B0031,Savings,2025-06-09,13854.96,Active,0.055,1400.0
A0000755,C000053,P011,B0015,Credit Card,2023-12-30,-1599.08,Active,0.205,5000
A0000756,C000184,P001,B0009,Current Account,2024-11-17,19256.4,Active,0.002,0
A0000757,C001212,P007,B0019,Notice Deposit,2026-07-12,315318.29,Active,0.075,0
A0000758,C001802,P002,B0037,Current Account,2023-10-28,65608.92,Active,0.001,18000.0
A0000759,C001811,P020,B0040,Current Account,2024-02-11,12324.2,Dormant,0.002,0
A0000760,C001951,P004,B0036,Savings,2026-06-06,20006.63,Active,0.045,0
A0000761,C000330,P007,B0006,Notice Deposit,2025-10-25,19639.58,Active,0.075,0
A0000762,C000446,P019,B0041,Money Market,2026-06-04,14035.22,Active,0.078,0
A0000763,C000304,P003,B0011,Current Account,2026-05-23,9702.66,Active,0.001,1400.0
A0000764,C000007,P004,B0008,Savings,2024-12-24,22609.06,Active,0.045,0
A0000765,C001165,P002,B0053,Current Account,2026-04-06,252506.21,Active,0.001,5200.0
A0000766,C001013,P018,B0028,Current Account,2025-03-08,28012.92,Active,0.012,0
A0000767,C000273,P002,B0057,Current Account,2025-09-06,141569.12,Active,0.001,0
A0000768,C000968,P004,B0049,Savings,2025-09-21,16094.86,Active,0.045,0
A0000769,C000709,P007,B0018,Notice Deposit,2024-10-16,37230.92,Active,0.075,0
A0000770,C000349,P004,B0019,Savings,2023-08-16,36382.05,Active,0.045,0
A0000771,C001228,P007,B0032,Notice Deposit,2025-12-10,8569.33,Dormant,0.075,0
A0000772,C001802,P005,B0004,Savings,2025-01-19,87183.88,Active,0.055,0
A0000773,C000182,P002,B0028,Current Account,2026-06-23,11016.62,Active,0.001,0
A0000774,C001249,P012,B0012,Credit Card,2025-09-28,-1569.3,Active,0.185,5000
A0000775,C001369,P004,B0034,Savings,2024-01-18,31382.0,Active,0.045,5200.0
A0000776,C000235,P007,B0001,Notice Deposit,2026-07-09,52969.48,Active,0.075,0
A0000777,C001555,P010,B0032,Credit Card,2023-07-01,-1322.48,Active,0.215,12200.0
A0000778,C000971,P005,B0035,Savings,2025-02-11,28694.45,Active,0.055,0
A0000779,C001709,P005,B0009,Savings,2026-04-14,38248.53,Active,0.055,0
A0000780,C000341,P004,B0059,Savings,2026-02-11,14528.51,Active,0.045,0
A0000781,C001143,P006,B0025,Savings,2024-08-04,12814.91,Active,0.062,0
A0000782,C001550,P007,B0011,Notice Deposit,2025-11-28,11700.66,Active,0.075,0
A0000783,C000071,P005,B0006,Savings,2026-05-29,6375.23,Active,0.055,5200.0
A0000784,C001111,P007,B0043,Notice Deposit,2025-02-09,10059.53,Active,0.075,0
A0000785,C000609,P004,B0007,Savings,2022-03-17,17239.19,Active,0.045,0
A0000786,C000319,P007,B0029,Notice Deposit,2025-12-12,87666.54,Active,0.075,0
A0000787,C001587,P002,B0030,Current Account,2025-09-28,6925.54,Active,0.001,0
A0000788,C001714,P007,B0019,Notice Deposit,2026-06-14,17859.76,Active,0.075,0
A0000789,C000406,P005,B0024,Savings,2025-03-07,16971.51,Active,0.055,0
A0000790,C001386,P009,B0059,Money Market,2024-03-23,16008.15,Active,0.068,0
A0000791,C000403,P005,B0054,Savings,2026-04-26,390176.24,Dormant,0.055,18000.0
A0000792,C001723,P005,B0048,Savings,2026-04-28,22443.6,Active,0.055,0
A0000793,C000590,P018,B0022,Current Account,2023-05-07,37193.05,Active,0.012,0
A0000794,C000864,P004,B0024,Savings,2024-09-26,2156.49,Active,0.045,0
A0000795,C001565,P002,B0026,Current Account,2025-07-23,21228.84,Active,0.001,0
A0000796,C001852,P008,B0025,Fixed Deposit,2026-07-09,14594.06,Active,0.085,0
A0000797,C001988,P002,B0029,Current Account,2026-01-15,5638.43,Active,0.001,0
A0000798,C000986,P001,B0044,Current Account,2024-01-29,6288.25,Active,0.002,1400.0
A0000799,C001909,P004,B0005,Savings,2023-06-26,54474.48,Dormant,0.045,0
A0000800,C001839,P005,B0032,Savings,2026-05-03,10348.02,Active,0.055,1400.0
A0000801,C001133,P002,B0014,Current Account,2026-05-09,9718.36,Dormant,0.001,0
A0000802,C001059,P004,B0045,Savings,2026-02-08,23395.79,Active,0.045,0
A0000803,C000307,P008,B0020,Fixed Deposit,2024-01-29,11755.26,Active,0.085,0
A0000804,C000408,P005,B0038,Savings,2022-12-02,65730.28,Active,0.055,0
A0000805,C001112,P002,B0022,Current Account,2024-04-25,5083.47,Active,0.001,0
A0000806,C000123,P019,B0029,Money Market,2026-05-02,193101.99,Active,0.078,0
A0000807,C000744,P003,B0060,Current Account,2023-01-17,21006.14,Dormant,0.001,0
A0000808,C001280,P011,B0059,Credit Card,2025-04-17,-1551.58,Active,0.205,5000
A0000809,C001873,P003,B0029,Current Account,2026-03-11,33535.66,Active,0.001,1400.0
A0000810,C001378,P002,B0009,Current Account,2024-12-26,56666.93,Active,0.001,0
A0000811,C000109,P012,B0002,Credit Card,2022-11-19,-6320.45,Active,0.185,12200.0
A0000812,C000091,P010,B0049,Credit Card,2026-03-15,-8633.99,Active,0.215,12200.0
A0000813,C000896,P007,B0048,Notice Deposit,2024-11-03,291744.51,Active,0.075,0
A0000814,C000517,P001,B0017,Current Account,2026-03-10,10531.3,Active,0.002,0
A0000815,C001374,P001,B0030,Current Account,2025-09-06,129040.17,Active,0.002,0
A0000816,C000254,P002,B0024,Current Account,2025-06-11,13519.82,Active,0.001,1400.0
A0000817,C000084,P019,B0019,Money Market,2024-09-25,46984.71,Active,0.078,0
A0000818,C000594,P011,B0048,Credit Card,2024-05-06,-561.46,Active,0.205,5000
A0000819,C000428,P009,B0003,Money Market,2025-03-23,32370.03,Dormant,0.068,0
A0000820,C000011,P005,B0040,Savings,2026-03-16,8752.32,Active,0.055,0
A0000821,C001741,P002,B0001,Current Account,2025-04-25,22804.96,Dormant,0.001,0
A0000822,C001528,P005,B0058,Savings,2022-10-01,58918.28,Active,0.055,0
A0000823,C000374,P020,B0031,Current Account,2026-02-22,5899.9,Active,0.002,0
A0000824,C000695,P001,B0017,Current Account,2025-07-16,1630.8,Active,0.002,0
A0000825,C001060,P010,B0031,Credit Card,2026-02-11,-5787.44,Active,0.215,12200.0
A0000826,C000619,P003,B0041,Current Account,2026-04-28,39312.38,Active,0.001,0
A0000827,C001608,P001,B0014,Current Account,2026-01-25,10198.54,Active,0.002,0
A0000828,C001738,P020,B0028,Current Account,2024-08-11,144369.96,Active,0.002,18000.0
A0000829,C001796,P020,B0017,Current Account,2026-01-21,23408.32,Active,0.002,0
A0000830,C000677,P008,B0051,Fixed Deposit,2024-08-27,278930.28,Active,0.085,0
A0000831,C000422,P020,B0007,Current Account,2024-02-06,102863.55,Active,0.002,0
A0000832,C001522,P005,B0033,Savings,2026-07-01,136764.16,Dormant,0.055,0
A0000833,C000283,P012,B0037,Credit Card,2025-08-24,-1223.52,Active,0.185,5000
A0000834,C000562,P001,B0001,Current Account,2026-07-04,107917.94,Closed,0.002,0
A0000835,C000447,P012,B0044,Credit Card,2026-05-17,-1922.72,Active,0.185,12200.0
A0000836,C001157,P020,B0035,Current Account,2023-03-06,7131.91,Active,0.002,0
A0000837,C001330,P018,B0049,Current Account,2025-10-28,44142.75,Active,0.012,18000.0
A0000838,C001283,P001,B0050,Current Account,2026-07-03,5849.73,Active,0.002,0
A0000839,C001713,P010,B0060,Credit Card,2022-12-20,-1984.88,Active,0.215,5000
A0000840,C001409,P006,B0042,Savings,2023-11-09,3247.21,Active,0.062,0
A0000841,C001398,P003,B0028,Current Account,2026-02-25,12710.65,Active,0.001,0
A0000842,C000561,P020,B0006,Current Account,2024-06-06,57428.48,Active,0.002,0
A0000843,C001874,P018,B0053,Current Account,2026-01-10,54276.58,Active,0.012,0
A0000844,C001181,P003,B0018,Current Account,2023-10-07,20703.71,Active,0.001,0
A0000845,C001031,P004,B0009,Savings,2026-05-16,55451.36,Active,0.045,0
A0000846,C001286,P010,B0021,Credit Card,2025-07-10,-1420.81,Active,0.215,5000
A0000847,C000686,P004,B0051,Savings,2024-08-08,7383.21,Active,0.045,0
A0000848,C001741,P007,B0054,Notice Deposit,2026-04-09,43420.1,Active,0.075,0
A0000849,C001092,P009,B0025,Money Market,2025-07-22,14501.05,Active,0.068,0
A0000850,C000716,P004,B0056,Savings,2025-02-20,20318.84,Closed,0.045,0
A0000851,C000213,P007,B0012,Notice Deposit,2025-09-10,89357.48,Active,0.075,0
A0000852,C001404,P019,B0019,Money Market,2026-05-30,88423.12,Dormant,0.078,0
A0000853,C001578,P002,B0033,Current Account,2026-05-24,67366.26,Active,0.001,18000.0
A0000854,C001632,P005,B0009,Savings,2024-08-05,60556.71,Active,0.055,0
A0000855,C000371,P002,B0018,Current Account,2026-06-29,17913.58,Active,0.001,0
A0000856,C001056,P011,B0050,Credit Card,2024-01-31,-1736.07,Active,0.205,5000
A0000857,C001455,P009,B0016,Money Market,2026-03-09,80265.79,Dormant,0.068,0
A0000858,C001980,P018,B0006,Current Account,2026-04-12,49397.02,Active,0.012,0
A0000859,C001682,P008,B0048,Fixed Deposit,2025-06-28,160299.88,Active,0.085,0
A0000860,C001613,P019,B0060,Money Market,2026-04-26,246554.22,Active,0.078,0
A0000861,C001464,P003,B0030,Current Account,2024-02-15,14101.52,Active,0.001,5200.0
A0000862,C001469,P004,B0027,Savings,2023-10-04,12878.49,Active,0.045,5200.0
A0000863,C001017,P018,B0002,Current Account,2024-09-29,34571.94,Active,0.012,0
A0000864,C000274,P001,B0034,Current Account,2025-01-24,9860.84,Active,0.002,0
A0000865,C000446,P019,B0001,Money Market,2026-07-11,11690.46,Active,0.078,0
A0000866,C001311,P004,B0035,Savings,2024-11-12,15452.68,Active,0.045,0
A0000867,C000131,P018,B0035,Current Account,2023-12-30,14580.5,Active,0.012,1400.0
A0000868,C000059,P010,B0028,Credit Card,2025-04-10,-1260.19,Active,0.215,5000
A0000869,C000620,P006,B0002,Savings,2025-12-25,5892.82,Active,0.062,1400.0
A0000870,C001383,P005,B0053,Savings,2026-07-31,44028.09,Active,0.055,5200.0
A0000871,C001568,P020,B0049,Current Account,2023-07-02,9380.49,Active,0.002,0
A0000872,C001559,P005,B0039,Savings,2026-07-14,1580297.84,Active,0.055,63000.0
A0000873,C000994,P010,B0059,Credit Card,2026-03-06,-982.35,Active,0.215,12200.0
A0000874,C000172,P004,B0028,Savings,2025-10-24,6515.91,Active,0.045,0
A0000875,C001204,P006,B0046,Savings,2025-05-28,3327.56,Active,0.062,0
A0000876,C000231,P003,B0028,Current Account,2025-10-09,86763.89,Active,0.001,5200.0
A0000877,C000159,P003,B0009,Current Account,2026-05-15,31743.45,Active,0.001,0
A0000878,C001702,P020,B0044,Current Account,2025-01-22,5372.06,Active,0.002,1400.0
A0000879,C001981,P002,B0059,Current Account,2024-08-10,123184.16,Active,0.001,0
A0000880,C000315,P005,B0026,Savings,2024-12-13,36619.75,Active,0.055,0
A0000881,C000558,P005,B0022,Savings,2024-11-06,66218.27,Active,0.055,0
A0000882,C000307,P002,B0041,Current Account,2026-03-05,2530.46,Active,0.001,0
A0000883,C000669,P008,B0044,Fixed Deposit,2024-01-24,60296.47,Active,0.085,0
A0000884,C000669,P008,B0019,Fixed Deposit,2026-05-24,81682.15,Active,0.085,0
A0000885,C000439,P005,B0038,Savings,2026-07-19,21705.43,Active,0.055,5200.0
A0000886,C001416,P010,B0042,Credit Card,2024-11-24,-764.75,Active,0.215,5000
A0000887,C001903,P006,B0060,Savings,2026-02-26,275811.38,Active,0.062,0
A0000888,C001843,P020,B0020,Current Account,2026-01-13,15913.75,Active,0.002,1400.0
A0000889,C001527,P003,B0020,Current Account,2026-02-13,220548.41,Active,0.001,0
A0000890,C001117,P010,B0010,Credit Card,2025-02-16,-6889.54,Active,0.215,12200.0
A0000891,C001235,P004,B0034,Savings,2025-06-15,519243.9,Active,0.045,63000.0
A0000892,C001076,P004,B0045,Savings,2024-07-26,7420.01,Active,0.045,0
A0000893,C001642,P002,B0048,Current Account,2024-08-30,23910.35,Active,0.001,1400.0
A0000894,C000038,P018,B0022,Current Account,2025-06-04,41574.7,Active,0.012,0
A0000895,C000272,P001,B0033,Current Account,2024-02-02,18548.57,Active,0.002,0
A0000896,C000495,P003,B0027,Current Account,2023-07-29,207488.34,Active,0.001,0
A0000897,C000073,P004,B0031,Savings,2024-01-15,199823.1,Active,0.045,0
A0000898,C001836,P005,B0054,Savings,2025-07-09,72193.58,Active,0.055,0
A0000899,C000813,P001,B0009,Current Account,2026-02-17,30123.07,Dormant,0.002,5200.0
A0000900,C001050,P018,B0055,Current Account,2025-11-25,17806.26,Active,0.012,0
A0000901,C001437,P012,B0003,Credit Card,2025-12-13,-6969.99,Active,0.185,42000.0
A0000902,C001284,P005,B0046,Savings,2023-10-24,5390.71,Active,0.055,0
A0000903,C001753,P001,B0032,Current Account,2025-04-23,30396.03,Active,0.002,0
A0000904,C000765,P006,B0032,Savings,2026-04-16,22806.26,Closed,0.062,0
A0000905,C000943,P007,B0053,Notice Deposit,2026-06-20,7665.39,Active,0.075,0
A0000906,C000738,P001,B0043,Current Account,2025-11-20,21230.0,Active,0.002,1400.0
A0000907,C001142,P005,B0056,Savings,2025-09-09,17767.58,Closed,0.055,5200.0
A0000908,C001865,P003,B0041,Current Account,2025-10-08,11158.18,Active,0.001,0
A0000909,C001642,P008,B0037,Fixed Deposit,2026-01-04,11888.77,Active,0.085,0
A0000910,C001925,P009,B0012,Money Market,2026-07-09,12045.49,Active,0.068,0
A0000911,C000940,P001,B0052,Current Account,2025-01-13,33725.9,Dormant,0.002,5200.0
A0000912,C000628,P008,B0001,Fixed Deposit,2023-02-06,70322.68,Active,0.085,0
A0000913,C001404,P009,B0012,Money Market,2025-11-11,43892.09,Active,0.068,0
A0000914,C000310,P003,B0030,Current Account,2026-07-28,44773.78,Active,0.001,22500.0
A0000915,C001820,P004,B0024,Savings,2025-09-12,49705.44,Closed,0.045,0
A0000916,C001745,P006,B0042,Savings,2025-11-26,144501.03,Active,0.062,5200.0
A0000917,C000500,P005,B0023,Savings,2025-11-21,4901.29,Active,0.055,0
A0000918,C001332,P002,B0016,Current Account,2025-08-02,16844.62,Active,0.001,0
A0000919,C001782,P005,B0024,Savings,2024-06-06,12114.93,Active,0.055,1400.0
A0000920,C000362,P004,B0043,Savings,2026-06-24,24613.25,Active,0.045,0
A0000921,C000409,P005,B0027,Savings,2026-07-31,76296.2,Active,0.055,0
A0000922,C000992,P005,B0021,Savings,2025-05-03,9423.06,Active,0.055,0
A0000923,C001191,P004,B0033,Savings,2024-08-08,2442.0,Active,0.045,0
A0000924,C000997,P008,B0008,Fixed Deposit,2023-10-20,21937.66,Active,0.085,0
A0000925,C000182,P002,B0043,Current Account,2026-07-06,20122.43,Active,0.001,1400.0
A0000926,C000135,P006,B0025,Savings,2026-04-17,19416.42,Dormant,0.062,0
A0000927,C001736,P005,B0014,Savings,2025-05-12,46638.17,Active,0.055,0
A0000928,C000296,P009,B0041,Money Market,2025-03-25,80758.36,Active,0.068,0
A0000929,C001190,P018,B0048,Current Account,2023-08-05,34327.99,Active,0.012,0
A0000930,C001600,P004,B0054,Savings,2026-06-30,3049.89,Active,0.045,1400.0
A0000931,C000859,P001,B0024,Current Account,2023-01-11,45031.46,Active,0.002,0
A0000932,C001688,P004,B0048,Savings,2026-07-31,10810.72,Active,0.045,0
A0000933,C000480,P001,B0055,Current Account,2026-03-11,7064.86,Active,0.002,1400.0
A0000934,C000184,P006,B0041,Savings,2025-05-15,22964.52,Active,0.062,0
A0000935,C000658,P020,B0021,Current Account,2025-11-27,43462.61,Active,0.002,0
A0000936,C001146,P006,B0044,Savings,2025-10-07,33578.81,Active,0.062,0
A0000937,C000114,P006,B0049,Savings,2026-04-02,16170.71,Closed,0.062,0
A0000938,C000991,P008,B0012,Fixed Deposit,2025-06-16,21228.17,Active,0.085,0
A0000939,C001370,P009,B0055,Money Market,2025-12-24,13702.8,Active,0.068,0
A0000940,C000053,P007,B0058,Notice Deposit,2024-09-20,12188.37,Dormant,0.075,0
A0000941,C001592,P009,B0017,Money Market,2026-03-31,16583.92,Active,0.068,0
A0000942,C001227,P001,B0022,Current Account,2025-08-08,59544.91,Active,0.002,0
A0000943,C001608,P002,B0015,Current Account,2025-09-28,8645.89,Active,0.001,0
A0000944,C001600,P011,B0001,Credit Card,2026-07-07,-999.25,Active,0.205,5000
A0000945,C001082,P005,B0052,Savings,2026-04-30,35311.6,Active,0.055,0
A0000946,C001406,P005,B0033,Savings,2026-02-22,59089.3,Active,0.055,5200.0
A0000947,C000484,P004,B0003,Savings,2025-12-03,38315.31,Active,0.045,0
A0000948,C000011,P001,B0046,Current Account,2026-02-18,6318.85,Active,0.002,0
A0000949,C000079,P018,B0028,Current Account,2025-05-25,20597.95,Active,0.012,0
A0000950,C000741,P006,B0008,Savings,2023-07-14,235935.21,Active,0.062,0
A0000951,C000769,P003,B0054,Current Account,2026-05-11,86119.57,Active,0.001,0
A0000952,C001590,P012,B0019,Credit Card,2024-03-22,-1431.7,Active,0.185,5000
A0000953,C001033,P004,B0010,Savings,2026-05-31,37415.57,Active,0.045,0
A0000954,C000606,P008,B0025,Fixed Deposit,2023-11-25,314646.58,Active,0.085,0
A0000955,C001907,P001,B0051,Current Account,2023-09-07,18563.75,Active,0.002,0
A0000956,C001566,P006,B0053,Savings,2026-06-09,2631.58,Active,0.062,0
A0000957,C001883,P001,B0008,Current Account,2026-04-15,26110.18,Dormant,0.002,0
A0000958,C001989,P006,B0016,Savings,2026-01-10,492584.25,Closed,0.062,0
A0000959,C000216,P011,B0040,Credit Card,2026-06-04,-8589.53,Active,0.205,12200.0
A0000960,C000910,P006,B0029,Savings,2026-04-18,25604.0,Active,0.062,0
A0000961,C001969,P006,B0001,Savings,2025-05-01,114116.14,Active,0.062,0
A0000962,C000737,P001,B0025,Current Account,2026-03-08,38096.88,Active,0.002,0
A0000963,C001973,P004,B0005,Savings,2025-01-15,7542.75,Active,0.045,0
A0000964,C000748,P007,B0035,Notice Deposit,2024-02-29,23810.98,Active,0.075,0
A0000965,C001487,P020,B0012,Current Account,2024-10-05,41325.34,Active,0.002,0
A0000966,C001868,P009,B0023,Money Market,2026-01-02,323287.35,Closed,0.068,0
A0000967,C000198,P006,B0014,Savings,2025-07-16,9300.1,Active,0.062,0
A0000968,C001354,P006,B0012,Savings,2024-10-23,69697.1,Active,0.062,0
A0000969,C000432,P020,B0042,Current Account,2026-02-01,17162.36,Active,0.002,0
A0000970,C000042,P008,B0056,Fixed Deposit,2025-10-09,37502.81,Active,0.085,0
A0000971,C001673,P004,B0046,Savings,2025-02-09,4481.58,Active,0.045,1400.0
A0000972,C000904,P001,B0004,Current Account,2026-02-02,124979.06,Active,0.002,0
A0000973,C000126,P002,B0045,Current Account,2026-01-28,18102.81,Active,0.001,0
